Player,Player_ID,SEASON_ID,League_id,Team_id,Team_Abbreviation,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION
Elizabeth Williams,204322.0,2018-19,10,1611661330.0,ATL,26.0,33,32,885.0,121,221,0.548,0,0,0.0,58,103,0.563,71,119,190,46,26,59,41,88,300,,,,
Elizabeth Williams,204322.0,2019-20,10,1611661330.0,ATL,27.0,32,32,909.0,107,235,0.455,0,0,0.0,82,112,0.732,99,109,208,37,24,53,41,71,296,,,,
Elizabeth Williams,204322.0,2020-21,10,1611661330.0,ATL,28.0,22,22,642.0,87,178,0.489,0,0,0.0,49,66,0.742,49,76,125,31,17,30,25,57,223,,,,
Elizabeth Williams,204322.0,2021-22,10,1611661330.0,ATL,29.0,32,32,762.0,80,155,0.516,0,0,0.0,27,53,0.509,64,94,158,38,36,43,26,60,187,,,,
Elizabeth Williams,204322.0,2022-23,10,1611661322.0,WAS,30.0,30,0,447.0,68,141,0.482,0,0,0.0,25,43,0.581,45,70,115,14,18,19,19,44,161,,,,
Elizabeth Williams,204322.0,2023-24,10,1611661329.0,CHI,31.0,40,40,1188.0,167,325,0.514,0,0,0.0,58,92,0.63,90,142,232,98,50,60,54,101,392,,,,
Elizabeth Williams,204322.0,2024-25,10,1611661329.0,CHI,31.0,9,9,249.0,37,76,0.487,0,0,0.0,16,24,0.667,25,38,63,14,15,15,15,19,90,,,,
Gabby Williams,1628931.0,2018-19,10,1611661329.0,CHI,22.0,34,30,781.0,102,236,0.432,7,26,0.269,36,46,0.783,42,104,146,56,56,8,38,66,247,,,,
Gabby Williams,1628931.0,2019-20,10,1611661329.0,CHI,23.0,33,2,527.0,75,181,0.414,7,41,0.171,29,40,0.725,14,58,72,68,23,7,55,41,186,,,,
Gabby Williams,1628931.0,2020-21,10,1611661329.0,CHI,24.0,22,4,546.0,67,158,0.424,20,70,0.286,16,25,0.64,20,68,88,44,29,5,37,32,170,,,,
Gabby Williams,1628931.0,2022-23,10,1611661328.0,SEA,26.0,36,36,920.0,108,243,0.444,18,70,0.257,35,45,0.778,43,136,179,111,54,13,52,59,269,,,,
Gabby Williams,1628931.0,2023-24,10,1611661328.0,SEA,27.0,10,8,285.0,34,94,0.362,5,23,0.217,11,13,0.846,14,22,36,38,15,4,22,19,84,,,,
Gabby Williams,1628931.0,2024-25,10,1611661328.0,SEA,28.0,12,11,351.0,50,104,0.481,10,31,0.323,14,19,0.737,9,39,48,44,20,3,17,21,124,,,,
Kiana Williams,,2021-22,,,,23.0,10,0,35.0,1,7,0.143,1,6,0.167,1,1,1.0,0,4,4,2,1,0,3,3,4,1630461.0,10,1611661328.0,SEA
Kiana Williams,,2022-23,,,,24.0,3,0,27.0,2,8,0.25,1,4,0.25,0,0,0.0,0,2,2,5,0,0,2,1,5,1630461.0,10,1611661328.0,SEA
Kiana Williams,,2022-23,,,,24.0,1,0,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1630461.0,10,1611661323.0,CON
Kiana Williams,,2022-23,,,,24.0,4,0,29.0,2,8,0.25,1,4,0.25,0,0,0.0,0,2,2,5,0,0,2,1,5,1630461.0,10,0.0,TOT
Kiana Williams,,2024-25,,,,25.0,13,0,45.0,4,16,0.25,3,9,0.333,0,0,0.0,0,2,2,5,0,0,2,3,11,1630461.0,10,1611661328.0,SEA
A'ja Wilson,1628932.0,2018-19,10,1611661319.0,LVA,22.0,33,33,1010.0,245,530,0.462,0,0,0.0,192,248,0.774,66,198,264,74,27,55,46,68,682,,,,
A'ja Wilson,1628932.0,2019-20,10,1611661319.0,LVA,23.0,26,25,739.0,158,330,0.479,0,1,0.0,114,144,0.792,42,125,167,47,13,45,56,52,430,,,,
A'ja Wilson,1628932.0,2020-21,10,1611661319.0,LVA,24.0,22,22,697.0,166,346,0.48,0,0,0.0,118,151,0.781,34,154,188,45,27,44,35,49,450,,,,
A'ja Wilson,1628932.0,2021-22,10,1611661319.0,LVA,25.0,32,32,1021.0,207,466,0.444,1,1,1.0,169,193,0.876,63,235,298,98,28,40,46,49,584,,,,
A'ja Wilson,1628932.0,2022-23,10,1611661319.0,LVA,26.0,36,36,1080.0,260,519,0.501,31,83,0.373,152,187,0.813,66,273,339,75,52,70,61,76,703,,,,
A'ja Wilson,1628932.0,2023-24,10,1611661319.0,LVA,27.0,40,40,1228.0,335,601,0.557,9,29,0.31,233,287,0.812,82,298,380,64,56,89,62,85,912,,,,
A'ja Wilson,1628932.0,2024-25,10,1611661319.0,LVA,28.0,38,38,1308.0,385,743,0.518,19,60,0.317,232,275,0.844,79,372,451,88,68,98,48,67,1021,,,,
Jackie Young,1629498.0,2019-20,10,1611661319.0,LVA,22.0,34,34,767.0,76,236,0.322,14,44,0.318,59,73,0.808,23,88,111,153,26,12,53,47,225,,,,
Jackie Young,1629498.0,2020-21,10,1611661319.0,LVA,23.0,22,0,568.0,93,189,0.492,3,13,0.231,52,61,0.852,18,77,95,67,15,2,35,39,241,,,,
Jackie Young,1629498.0,2021-22,10,1611661319.0,LVA,24.0,32,32,1018.0,155,307,0.505,5,20,0.25,75,90,0.833,21,110,131,103,36,11,47,58,390,,,,
Jackie Young,1629498.0,2022-23,10,1611661319.0,LVA,25.0,34,34,1129.0,191,401,0.476,50,116,0.431,110,128,0.859,43,105,148,132,48,8,43,81,542,,,,
Jackie Young,1629498.0,2023-24,10,1611661319.0,LVA,26.0,40,40,1259.0,249,476,0.523,89,198,0.449,117,135,0.867,26,134,160,151,52,5,70,80,704,,,,
Jackie Young,1629498.0,2024-25,10,1611661319.0,LVA,27.0,37,37,1205.0,201,467,0.43,70,208,0.337,111,128,0.867,26,135,161,197,37,8,78,92,583,,,,
Li Yueru,1629574.0,2022-23,10,1611661329.0,CHI,24.0,16,0,82.0,8,18,0.444,0,0,0.0,12,12,1.0,5,19,24,2,2,2,13,9,28,,,,
Li Yueru,1629574.0,2024-25,10,1611661320.0,LAS,25.0,38,2,547.0,68,147,0.463,4,15,0.267,53,59,0.898,55,85,140,22,12,9,33,80,193,,,,
Cecilia Zandalasini,1628508.0,2017-18,10,1611661324.0,MIN,22.0,3,0,19.0,1,4,0.25,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,2,2,,,,
Cecilia Zandalasini,1628508.0,2018-19,10,1611661324.0,MIN,23.0,29,6,478.0,61,149,0.409,23,60,0.383,21,25,0.84,6,48,54,32,8,1,31,51,166,,,,
Cecilia Zandalasini,1628508.0,2024-25,10,1611661324.0,MIN,28.0,40,0,487.0,67,148,0.453,31,70,0.443,18,29,0.621,5,41,46,43,15,9,31,55,183,,,,
Olivia Époupa,1630151.0,2024-25,10,1611661324.0,MIN,30.0,17,0,114.0,6,16,0.375,0,0,0.0,2,2,1.0,6,13,19,26,14,0,15,13,14,,,,
